Year,Alpha3,Country,Fitch,Moody,S&P
2016,OMN,Oman,7.87714436495611,7.0,10.0
2017,OMN,Oman,9.0,9.0,11.0
2018,OMN,Oman,10.0,10.0,11.666666666666666
2019,OMN,Oman,11.0,11.0,12.333333333333334
2020,OMN,Oman,12.0,12.0,13.0
2021,OMN,Oman,12.0,13.0,14.0
2022,OMN,Oman,12.0,13.0,13.0
2023,OMN,Oman,11.260030090646469,12.0,12.0
2024,OMN,Oman,10.43395798420316,11.0,11.0
2006,PAK,Pakistan,13.997660215767992,14.0,17.093650560345516
2007,PAK,Pakistan,14.414000816382924,14.5,16.757232575734545
2008,PAK,Pakistan,14.830341416997824,15.0,16.420814591123566
2009,PAK,Pakistan,15.028007646647168,15.5,16.0
2010,PAK,Pakistan,15.945870726223037,16.0,15.857142857142858
2011,PAK,Pakistan,15.970411257174462,16.15321615419794,15.714285714285714
2012,PAK,Pakistan,16.495703819457532,17.0,15.075142652679684
2013,PAK,Pakistan,16.495703819457532,17.0,15.075142652679684
2014,PAK,Pakistan,16.495703819457532,17.0,15.075142652679684
2015,PAK,Pakistan,15.0,17.0,14.616743332510152
2016,PAK,Pakistan,15.0,16.5,15.0
2017,PAK,Pakistan,15.0,16.0,15.333333333333334
2018,PAK,Pakistan,15.0,16.0,15.666666666666666
2019,PAK,Pakistan,16.0,16.0,16.0
2020,PAK,Pakistan,16.0,16.0,16.0
2021,PAK,Pakistan,16.5,16.0,16.0
2022,PAK,Pakistan,17.0,16.0,16.0
2023,PAK,Pakistan,19.0,19.0,14.0046060458054
2024,PAK,Pakistan,17.328385020687378,18.0,14.402306683457738
2006,PAN,Panama,3.749121370693016,5.905399499437387,9.11410617493474
2007,PAN,Panama,3.749121370693016,5.905399499437387,9.11410617493474
2008,PAN,Panama,11.0,5.947341867438922,9.290043118780735
2009,PAN,Panama,10.5,5.944449622996644,9.277911006911342
2010,PAN,Panama,10.0,10.0,10.0
2011,PAN,Panama,1.0,9.5,9.5
2012,PAN,Panama,1.0,9.0,9.0
2013,PAN,Panama,1.0,9.0,8.857142857142858
2014,PAN,Panama,1.0,9.0,8.714285714285714
2015,PAN,Panama,1.0,9.0,9.017577173063634
2016,PAN,Panama,1.0,1.0,9.09428170123542
2017,PAN,Panama,1.0,1.0,9.09428170123542
2018,PAN,Panama,1.0,1.0,9.09428170123542
2019,PAN,Panama,1.0,8.0,8.0
2020,PAN,Panama,2.0,1.0,9.0
2021,PAN,Panama,10.0,9.0,9.0
2022,PAN,Panama,3.738160419054839,1.0,9.0
2023,PAN,Panama,3.758145681379727,10.0,9.0
2024,PAN,Panama,3.73875720134671,1.0,10.0
2006,PER,Peru,11.0,9.994580088252542,9.687187105658538
2007,PER,Peru,11.0,12.0,9.781527707027635
2008,PER,Peru,10.0,11.0,9.18099971887831
2009,PER,Peru,10.0,10.0,9.133956902151269
2010,PER,Peru,10.0,9.666666666666666,9.118275963242256
2011,PER,Peru,10.0,9.333333333333334,9.0
2012,PER,Peru,9.0,9.0,8.5
2013,PER,Peru,8.0,8.0,8.0
2014,PER,Peru,8.0,7.0,8.0
2015,PER,Peru,8.0,7.0,8.0
2016,PER,Peru,8.0,7.0,7.885858109125578
2017,PER,Peru,8.0,7.0,7.885858109125578
2018,PER,Peru,8.0,7.0,7.885858109125578
2019,PER,Peru,8.0,7.0,7.885858109125578
2020,PER,Peru,8.0,7.0,7.885858109125578
2021,PER,Peru,9.0,7.0,8.0
2022,PER,Peru,9.86270660823529,7.5,9.0
2023,PER,Peru,10.669221051430863,8.0,9.5
2024,PER,Peru,11.498701700099748,8.0,10.0
2006,PHL,Philippines,12.0,11.331878317838113,11.796820168699243
2007,PHL,Philippines,11.8,11.170753632691673,11.54103139204781
2008,PHL,Philippines,11.6,11.009628947545227,11.28524261539637
2009,PHL,Philippines,12.556105157081207,13.0,13.319229515540687
2010,PHL,Philippines,11.286985298226206,12.5,12.0
2011,PHL,Philippines,11.0,12.0,11.5
2012,PHL,Philippines,11.0,11.0,11.0
2013,PHL,Philippines,11.0,10.0,10.0
2014,PHL,Philippines,10.0,9.0,9.0
2015,PHL,Philippines,10.0,9.0,8.8
2016,PHL,Philippines,10.0,9.0,8.6
2017,PHL,Philippines,10.0,9.0,8.759825475220797
2018,PHL,Philippines,9.0,9.0,8.01649484478914
2019,PHL,Philippines,9.0,9.0,8.0
2020,PHL,Philippines,9.0,9.0,8.0
2021,PHL,Philippines,9.00846490852476,9.0,8.0
2022,PHL,Philippines,9.801268609576994,9.0,8.612102345491104
2023,PHL,Philippines,9.801268609576994,9.0,8.612102345491104
2024,PHL,Philippines,9.00846490852476,9.0,8.0
2006,PNG,Papua New Guinea,8.44312797520422,14.707388965578517,14.596077968927164
2007,PNG,Papua New Guinea,15.0,14.539794042590888,14.0
2008,PNG,Papua New Guinea,14.0,14.565352239148597,14.090909090909092
2009,PNG,Papua New Guinea,13.000006472675494,14.590910270781212,14.181818181818182
2010,PNG,Papua New Guinea,8.44312797520422,14.707388965578517,14.596077968927164
2011,PNG,Papua New Guinea,8.44312797520422,14.707388965578517,14.596077968927164
2012,PNG,Papua New Guinea,8.44312797520422,14.707388965578517,14.596077968927164
2013,PNG,Papua New Guinea,8.44312797520422,14.707388965578517,14.596077968927164
2014,PNG,Papua New Guinea,8.44312797520422,14.707388965578517,14.596077968927164
2015,PNG,Papua New Guinea,35.112617367719736,14.0,12.17881202066284
2016,PNG,Papua New Guinea,35.112617367719736,14.0,12.17881202066284
2017,PNG,Papua New Guinea,16.34449108644256,14.5,13.879299763426964
2018,PNG,Papua New Guinea,3.486839202897756,15.0,15.0
2019,PNG,Papua New Guinea,-1.6102647659004106,15.0,15.5
2020,PNG,Papua New Guinea,-6.707368734698576,15.0,16.0
2021,PNG,Papua New Guinea,-6.707368734698576,15.0,16.0
2022,PNG,Papua New Guinea,-2.42363519483456,15.0,15.579787506191083
2023,PNG,Papua New Guinea,-2.42363519483456,15.0,15.579787506191083
2024,PNG,Papua New Guinea,-2.42363519483456,15.0,15.579787506191083
2006,POL,Poland,7.0,6.0,7.305555555555554
2007,POL,Poland,7.0,6.0,7.0
2008,POL,Poland,7.0,6.0,7.111111111111111
2009,POL,Poland,7.0,6.0,7.222222222222222
2010,POL,Poland,7.0,6.0,7.305555555555554
2011,POL,Poland,7.0,6.0,7.305555555555554
2012,POL,Poland,7.0,6.0,7.305555555555554
2013,POL,Poland,7.0,6.0,7.305555555555554
2014,POL,Poland,7.0,6.0,7.305555555555554
2015,POL,Poland,7.0,6.0,7.305555555555554
2016,POL,Poland,7.0,6.0,8.0
2017,POL,Poland,7.0,6.0,7.5
2018,POL,Poland,7.0,6.0,7.0
2019,POL,Poland,7.0,6.0,7.305555555555554
2020,POL,Poland,7.0,6.0,7.305555555555554
2021,POL,Poland,7.0,6.0,7.305555555555554
2022,POL,Poland,7.0,6.0,7.305555555555554
2023,POL,Poland,7.0,6.0,7.305555555555554
2024,POL,Poland,7.0,6.0,7.305555555555554
2006,PRT,Portugal,7.968768488556689,8.778442363413278,8.7226294808886
2007,PRT,Portugal,3.0,3.64456766010665,5.300080022287922
2008,PRT,Portugal,3.0,3.64456766010665,5.300080022287922
2009,PRT,Portugal,3.0,3.64456766010665,5.300080022287922
2010,PRT,Portugal,4.0,5.0,6.107090589130912
2011,PRT,Portugal,7.0,7.0,10.0
2012,PRT,Portugal,11.0,13.0,12.0
2013,PRT,Portugal,11.0,13.0,11.666666666666666
2014,PRT,Portugal,11.0,12.0,11.333333333333334
2015,PRT,Portugal,11.0,11.666666666666666,11.0
2016,PRT,Portugal,11.0,11.333333333333334,10.5
2017,PRT,Portugal,11.0,11.0,10.0
2018,PRT,Portugal,9.0,10.0,9.5
2019,PRT,Portugal,9.0,10.0,9.0
2020,PRT,Portugal,9.0,9.5,8.666666666666666
2021,PRT,Portugal,8.5,9.0,8.333333333333334
2022,PRT,Portugal,8.0,9.0,8.0
2023,PRT,Portugal,8.033755086104232,9.0,8.0
2024,PRT,Portugal,5.904077707916004,6.578259561118881,7.0
2006,PRY,Paraguay,12.700806429109988,12.088235294117643,12.1121527115966
2007,PRY,Paraguay,12.700806429109988,12.088235294117643,12.1121527115966
2008,PRY,Paraguay,16.868453752233734,16.0,13.905256084116028
2009,PRY,Paraguay,15.80304015083368,15.0,13.44686875580279
2010,PRY,Paraguay,14.737626549433628,14.0,12.988481427489551
2011,PRY,Paraguay,14.720173334244848,13.666666666666666,13.0
2012,PRY,Paraguay,13.994010278564703,13.333333333333334,12.666666666666666
2013,PRY,Paraguay,13.0,13.0,12.333333333333334
2014,PRY,Paraguay,13.0,12.0,12.0
2015,PRY,Paraguay,12.0,11.0,11.9
2016,PRY,Paraguay,12.0,11.0,11.8
2017,PRY,Paraguay,12.0,11.0,11.75723427205883
2018,PRY,Paraguay,11.0,11.0,11.442335725816124
2019,PRY,Paraguay,11.0,11.0,11.442335725816124
2020,PRY,Paraguay,11.541385745233466,11.0,11.61331944254984
2021,PRY,Paraguay,11.541385745233466,11.0,11.61331944254984
2022,PRY,Paraguay,11.541385745233466,11.0,11.61331944254984
2023,PRY,Paraguay,11.008678944533436,10.5,11.384125778393225
2024,PRY,Paraguay,10.157569049325488,10.0,11.0
2006,QAT,Qatar,4.110636972303241,4.0,3.5797515735122056
2007,QAT,Qatar,3.015064930272047,3.0,3.0395289835817647
2008,QAT,Qatar,3.015064930272047,3.0,3.0395289835817647
2009,QAT,Qatar,3.015064930272047,3.0,3.0395289835817647
2010,QAT,Qatar,3.7582745775756927,3.2992667545408216,3.0
2011,QAT,Qatar,3.666846764591388,3.391305268329931,3.142857142857143
2012,QAT,Qatar,3.575418951607084,3.4833437821190407,3.2857142857142856
2013,QAT,Qatar,3.59719748619223,3.518495878681755,3.312810099534271
2014,QAT,Qatar,3.59719748619223,3.518495878681755,3.312810099534271
2015,QAT,Qatar,3.0,3.1405141326000297,3.1882836104451124
2016,QAT,Qatar,3.0,3.0,3.0448471947510667
2017,QAT,Qatar,3.0,4.0,4.0
2018,QAT,Qatar,4.0,4.0,3.8
2019,QAT,Qatar,4.0,4.0,3.6
2020,QAT,Qatar,4.0,4.0,3.628810098416567
2021,QAT,Qatar,4.110636972303241,4.0,3.5797515735122056
2022,QAT,Qatar,5.30743235451136,4.0,3.0
2023,QAT,Qatar,3.562850951287645,3.5,3.3096402785469845
2024,QAT,Qatar,3.015064930272047,3.0,3.0395289835817647
2006,ROU,Romania,9.0,10.0,10.357970044447365
2007,ROU,Romania,9.0,10.0,10.357970044447365
2008,ROU,Romania,9.0,10.0,11.0
2009,ROU,Romania,10.0,10.0,10.833333333333334
2010,ROU,Romania,11.0,10.0,10.666666666666666
2011,ROU,Romania,10.0,10.0,10.357126839713466
2012,ROU,Romania,10.0,10.0,10.357126839713466
2013,ROU,Romania,10.0,10.0,10.357126839713466
2014,ROU,Romania,10.0,10.0,10.0
2015,ROU,Romania,10.0,10.0,10.0
2016,ROU,Romania,10.0,10.0,10.0
2017,ROU,Romania,10.0,10.0,10.357126839713466
2018,ROU,Romania,10.0,10.0,10.357126839713466
2019,ROU,Romania,10.0,10.0,10.357126839713466
2020,ROU,Romania,10.0,10.0,10.357126839713466
2021,ROU,Romania,9.867028728342197,10.0,10.0
2022,ROU,Romania,9.866689295521386,10.0,10.35723924793056
2023,ROU,Romania,9.866689295521386,10.0,10.35723924793056
2024,ROU,Romania,9.866689295521386,10.0,10.35723924793056
2006,RUS,Russia,8.0,7.787465058373261,9.670620411605668
2007,RUS,Russia,8.0,7.787465058373261,9.670620411605668
2008,RUS,Russia,8.0,8.0,9.0
2009,RUS,Russia,9.0,8.0,9.166666666666666
2010,RUS,Russia,9.0,8.0,9.333333333333334
2011,RUS,Russia,9.0,8.855270990725092,9.88083859490516
2012,RUS,Russia,9.0,8.855270990725092,9.88083859490516
2013,RUS,Russia,9.0,8.0,9.74623762161174
2014,RUS,Russia,9.0,8.0,10.0
2015,RUS,Russia,10.0,10.0,11.0
2016,RUS,Russia,10.0,11.0,10.666666666666666
2017,RUS,Russia,10.0,11.0,10.333333333333334
2018,RUS,Russia,10.0,11.0,10.0
2019,RUS,Russia,10.0,10.0,10.25
2020,RUS,Russia,9.0,10.0,10.5
2021,RUS,Russia,12.0,10.0,10.18750049504874
2022,RUS,Russia,15.0,16.0,11.0
2023,RUS,Russia,9.64705882352941,9.546204241070392,10.01686212527542
2024,RUS,Russia,9.64705882352941,9.546204241070392,10.01686212527542
2006,SAU,Saudi Arabia,5.0,6.0,5.814197107581961
2007,SAU,Saudi Arabia,5.0,5.0,4.0
2008,SAU,Saudi Arabia,4.0,4.666666666666667,4.125
2009,SAU,Saudi Arabia,4.0,4.333333333333333,4.25
2010,SAU,Saudi Arabia,4.0,4.0,5.662257214662741
2011,SAU,Saudi Arabia,4.0,4.0,5.662257214662741
2012,SAU,Saudi Arabia,4.0,4.0,5.662257214662741
2013,SAU,Saudi Arabia,4.0,4.305001923956023,5.652800427707742
2014,SAU,Saudi Arabia,3.0,3.772463342330159,5.455360920168892
2015,SAU,Saudi Arabia,3.0,4.0,5.0
2016,SAU,Saudi Arabia,4.0,4.0,7.0
2017,SAU,Saudi Arabia,5.0,4.5,7.0
2018,SAU,Saudi Arabia,5.0,5.0,7.0
2019,SAU,Saudi Arabia,5.0,5.0,5.845202770865457
2020,SAU,Saudi Arabia,6.0,5.0,6.05915399035167
2021,SAU,Saudi Arabia,5.666666666666667,5.0,5.9878369171896
2022,SAU,Saudi Arabia,5.333333333333333,5.0,7.0
2023,SAU,Saudi Arabia,5.0,5.0,6.0
2024,SAU,Saudi Arabia,3.980542528875951,4.0,6.0
2006,SEN,Senegal,,,
2007,SEN,Senegal,,,
2008,SEN,Senegal,,,
2009,SEN,Senegal,,,
2010,SEN,Senegal,,,
2011,SEN,Senegal,,14.0,
2012,SEN,Senegal,,14.0,
2013,SEN,Senegal,,14.0,
2014,SEN,Senegal,,14.0,
2015,SEN,Senegal,,14.0,
2016,SEN,Senegal,,14.0,
2017,SEN,Senegal,,13.0,
2018,SEN,Senegal,,13.0,
2019,SEN,Senegal,,13.0,
2020,SEN,Senegal,,13.0,
2021,SEN,Senegal,,13.0,
2022,SEN,Senegal,,13.0,
2023,SEN,Senegal,,13.5,
2024,SEN,Senegal,,14.0,
2006,SGP,Singapore,1.0,1.0,
2007,SGP,Singapore,1.0,1.0,
2008,SGP,Singapore,1.0,1.0,
2009,SGP,Singapore,1.0,1.0,
2010,SGP,Singapore,1.0,1.0,
2011,SGP,Singapore,1.0,1.0,
2012,SGP,Singapore,1.0,1.0,
2013,SGP,Singapore,1.0,1.0,
2014,SGP,Singapore,1.0,1.0,
2015,SGP,Singapore,1.0,1.0,
2016,SGP,Singapore,1.0,1.0,
2017,SGP,Singapore,1.0,1.0,
2018,SGP,Singapore,1.0,1.0,
2019,SGP,Singapore,1.0,1.0,
2020,SGP,Singapore,1.0,1.0,
2021,SGP,Singapore,1.0,1.0,
2022,SGP,Singapore,1.0,1.0,
2023,SGP,Singapore,1.0,1.0,
2024,SGP,Singapore,1.0,1.0,
2006,SLV,El Salvador,14.714265133415912,14.587297101825447,15.098977433836296
2007,SLV,El Salvador,14.714265133415912,14.587297101825447,15.098977433836296
2008,SLV,El Salvador,11.0,11.484050731032694,13.06307099451714
2009,SLV,El Salvador,12.0,11.0,12.601108981551056
2010,SLV,El Salvador,12.0,11.5,12.98385223186689
2011,SLV,El Salvador,12.0,12.0,13.0
2012,SLV,El Salvador,12.0,13.0,13.333333333333334
2013,SLV,El Salvador,13.0,13.0,13.666666666666666
2014,SLV,El Salvador,13.0,13.0,14.0
2015,SLV,El Salvador,14.0,13.0,14.5
2016,SLV,El Salvador,14.0,14.0,15.0
2017,SLV,El Salvador,15.0,17.0,19.0
2018,SLV,El Salvador,16.0,16.0,16.0
2019,SLV,El Salvador,16.0,16.0,16.0
2020,SLV,El Salvador,16.0,16.0,16.0
2021,SLV,El Salvador,17.0,16.0,16.0
2022,SLV,El Salvador,18.0,19.0,17.0
2023,SLV,El Salvador,22.0,19.0,17.81072385920772
2024,SLV,El Salvador,17.142507268070606,17.0,16.723860308074244
2006,SUR,Suriname,16.68466964983304,14.935515276648708,15.129261949895287
2007,SUR,Suriname,16.68466964983304,14.935515276648708,15.129261949895287
2008,SUR,Suriname,16.68466964983304,14.935515276648708,15.129261949895287
2009,SUR,Suriname,15.0,14.152123922355353,14.591275000460556
2010,SUR,Suriname,14.5,13.918876247680604,14.43136608958823
2011,SUR,Suriname,14.0,13.39724425634348,13.0
2012,SUR,Suriname,13.0,13.0,13.2
2013,SUR,Suriname,13.0,13.0,13.4
2014,SUR,Suriname,13.0,13.0,13.881456793497668
2015,SUR,Suriname,13.0,13.5,14.04159354114039
2016,SUR,Suriname,14.0,14.0,14.0
2017,SUR,Suriname,16.0,14.0,15.0
2018,SUR,Suriname,16.0,15.0,15.666666666666666
2019,SUR,Suriname,16.0,15.0,16.333333333333332
2020,SUR,Suriname,18.0,16.0,17.0
2021,SUR,Suriname,22.0,17.0,17.0
2022,SUR,Suriname,23.111090468903413,18.0,17.0
2023,SUR,Suriname,25.363251723291263,19.0,17.0
2024,SUR,Suriname,20.980372205134287,17.0,16.52249977363786
2006,SVK,Slovakia,3.0,3.0,3.0
2007,SVK,Slovakia,6.0,3.6666666666666665,4.0
2008,SVK,Slovakia,6.0,4.333333333333333,5.0
2009,SVK,Slovakia,5.333333333333333,5.0,4.666666666666667
2010,SVK,Slovakia,4.666666666666667,4.5,4.333333333333333
2011,SVK,Slovakia,4.0,4.0,4.0
2012,SVK,Slovakia,6.0,6.0,5.0
2013,SVK,Slovakia,7.0,11.0,7.0
2014,SVK,Slovakia,8.0,11.0,6.0
2015,SVK,Slovakia,8.0,10.0,5.0
2016,SVK,Slovakia,8.0,10.0,6.0
2017,SVK,Slovakia,7.0,8.0,5.0
2018,SVK,Slovakia,7.0,6.0,4.5
2019,SVK,Slovakia,7.0,8.0,4.0
2020,SVK,Slovakia,6.0,7.0,4.5
2021,SVK,Slovakia,5.909426864605518,6.0,5.0
2022,SVK,Slovakia,6.314559956974891,7.0,5.0
2023,SVK,Slovakia,5.909426864605518,6.0,5.0
2024,SVK,Slovakia,6.214415446531371,7.0,4.0
2006,SVN,Slovenia,3.0,5.0,3.0
2007,SVN,Slovenia,6.0,5.0,4.0
2008,SVN,Slovenia,6.0,5.0,5.0
2009,SVN,Slovenia,5.666666666666667,5.0,4.666666666666667
2010,SVN,Slovenia,5.333333333333333,4.5,4.333333333333333
2011,SVN,Slovenia,5.0,4.0,4.0
2012,SVN,Slovenia,5.0,6.0,6.0
2013,SVN,Slovenia,5.0,6.0,7.0
2014,SVN,Slovenia,5.0,11.0,6.0
2015,SVN,Slovenia,5.0,10.0,5.0
2016,SVN,Slovenia,5.0,10.0,6.0
2017,SVN,Slovenia,5.0,6.0,5.0
2018,SVN,Slovenia,5.0,6.0,4.5
2019,SVN,Slovenia,5.0,6.0,4.0
2020,SVN,Slovenia,6.0,7.0,4.5
2021,SVN,Slovenia,5.133500726001455,6.0,5.0
2022,SVN,Slovenia,5.133500726001455,6.0,5.0
2023,SVN,Slovenia,5.133500726001455,6.0,5.0
2024,SVN,Slovenia,5.132758094496003,7.0,4.0
2006,SWE,Sweden,1.0,1.0,
2007,SWE,Sweden,1.0,1.0,
2008,SWE,Sweden,1.0,1.0,
2009,SWE,Sweden,1.0,1.0,
2010,SWE,Sweden,1.0,1.0,
2011,SWE,Sweden,1.0,1.0,
2012,SWE,Sweden,1.0,1.0,
2013,SWE,Sweden,1.0,1.0,
2014,SWE,Sweden,1.0,1.0,
2015,SWE,Sweden,1.0,1.0,
2016,SWE,Sweden,1.0,1.0,
2017,SWE,Sweden,1.0,1.0,
2018,SWE,Sweden,1.0,1.0,
2019,SWE,Sweden,1.0,1.0,
2020,SWE,Sweden,1.0,1.0,
2021,SWE,Sweden,1.0,1.0,
2022,SWE,Sweden,1.0,1.0,
2023,SWE,Sweden,1.0,1.0,
2024,SWE,Sweden,1.0,1.0,
2006,THA,Thailand,8.0,8.0,
2007,THA,Thailand,8.0,8.0,
2008,THA,Thailand,8.0,8.0,
2009,THA,Thailand,9.0,8.0,
2010,THA,Thailand,9.0,8.0,
2011,THA,Thailand,9.0,8.0,
2012,THA,Thailand,9.0,8.0,
2013,THA,Thailand,8.0,8.0,
2014,THA,Thailand,8.0,8.0,
2015,THA,Thailand,8.0,8.0,
2016,THA,Thailand,8.0,8.0,
2017,THA,Thailand,8.0,8.0,
2018,THA,Thailand,8.0,8.0,
2019,THA,Thailand,8.0,8.0,
2020,THA,Thailand,8.0,8.0,
2021,THA,Thailand,8.266666666666667,8.0,
2022,THA,Thailand,8.266666666666667,8.0,
2023,THA,Thailand,8.266666666666667,8.0,
2024,THA,Thailand,8.266666666666667,8.0,
2006,TTO,Trinidad and Tobago,,8.0,5.926010972267848
2007,TTO,Trinidad and Tobago,,8.0,5.926010972267848
2008,TTO,Trinidad and Tobago,,8.0,6.0
2009,TTO,Trinidad and Tobago,,8.287491657517474,6.125
2010,TTO,Trinidad and Tobago,,8.406106730909137,6.25
2011,TTO,Trinidad and Tobago,,9.834917552260386,7.754271127632336
2012,TTO,Trinidad and Tobago,,9.834917552260386,7.754271127632336
2013,TTO,Trinidad and Tobago,,8.0,5.926010972267848
2014,TTO,Trinidad and Tobago,,8.5,6.424196886155997
2015,TTO,Trinidad and Tobago,,9.0,6.922382800044144
2016,TTO,Trinidad and Tobago,,9.0,7.0
2017,TTO,Trinidad and Tobago,,11.0,8.0
2018,TTO,Trinidad and Tobago,,11.0,8.5
2019,TTO,Trinidad and Tobago,,11.0,9.0
2020,TTO,Trinidad and Tobago,,11.0,10.0
2021,TTO,Trinidad and Tobago,,12.0,10.0
2022,TTO,Trinidad and Tobago,,12.0,10.0
2023,TTO,Trinidad and Tobago,,12.0,9.911498283373032
2024,TTO,Trinidad and Tobago,,12.0,9.911498283373032
2006,TUN,Tunisia,14.01773734886268,14.107142857142854,14.422807973296836
2007,TUN,Tunisia,14.01773734886268,14.107142857142854,14.422807973296836
2008,TUN,Tunisia,14.01773734886268,14.107142857142854,14.422807973296836
2009,TUN,Tunisia,14.01773734886268,14.107142857142854,14.422807973296836
2010,TUN,Tunisia,14.01773734886268,14.107142857142854,14.422807973296836
2011,TUN,Tunisia,9.0,10.0,10.0
2012,TUN,Tunisia,10.0,10.5,12.0
2013,TUN,Tunisia,13.0,11.0,13.0
2014,TUN,Tunisia,13.0,12.0,13.302389590733698
2015,TUN,Tunisia,13.0,13.0,13.582494682350998
2016,TUN,Tunisia,13.0,13.0,13.582494682350998
2017,TUN,Tunisia,14.0,14.0,14.383556325385904
2018,TUN,Tunisia,14.0,15.0,14.663661417003205
2019,TUN,Tunisia,14.0,15.0,14.663661417003205
2020,TUN,Tunisia,14.0,15.0,14.663661417003205
2021,TUN,Tunisia,16.0,16.0,15.98567961145572
2022,TUN,Tunisia,18.0,17.0,17.307697805908234
2023,TUN,Tunisia,17.62416144203879,18.0,17.392007338480294
2024,TUN,Tunisia,17.62416144203879,18.0,17.392007338480294
2006,TUR,Türkiye,11.892559550947796,12.97590656316217,12.944204113020138
2007,TUR,Türkiye,13.0,14.688772712306388,13.831891344787508
2008,TUR,Türkiye,13.0,14.688772712306388,13.831891344787508
2009,TUR,Türkiye,13.0,14.688772712306388,13.831891344787508
2010,TUR,Türkiye,11.0,12.0,12.0
2011,TUR,Türkiye,11.0,11.5,11.666666666666666
2012,TUR,Türkiye,11.0,11.0,11.333333333333334
2013,TUR,Türkiye,10.0,10.0,11.0
2014,TUR,Türkiye,10.0,10.0,11.333333333333334
2015,TUR,Türkiye,10.0,10.0,11.666666666666666
2016,TUR,Türkiye,10.0,10.0,12.0
2017,TUR,Türkiye,11.0,11.0,12.5
2018,TUR,Türkiye,11.0,12.0,13.0
2019,TUR,Türkiye,12.0,14.0,13.333333333333334
2020,TUR,Türkiye,13.0,15.0,13.666666666666666
2021,TUR,Türkiye,13.5,15.0,14.0
2022,TUR,Türkiye,14.0,16.0,15.0
2023,TUR,Türkiye,13.832096118998589,16.0,15.0
2024,TUR,Türkiye,13.7339757980618,16.0,14.0
2006,TWN,Taiwan,4.609775732685639,4.0,2.4699211584489964
2007,TWN,Taiwan,4.609775732685639,4.0,2.4699211584489964
2008,TWN,Taiwan,4.609775732685639,4.0,2.4699211584489964
2009,TWN,Taiwan,5.0,4.0,2.341425714699635
2010,TWN,Taiwan,5.0,4.0,2.341425714699635
2011,TWN,Taiwan,5.0,4.0,2.341425714699635
2012,TWN,Taiwan,5.0,4.0,2.341425714699635
2013,TWN,Taiwan,5.0,4.0,2.341425714699635
2014,TWN,Taiwan,5.0,4.0,2.341425714699635
2015,TWN,Taiwan,5.0,4.0,2.341425714699635
2016,TWN,Taiwan,5.0,4.0,2.341425714699635
2017,TWN,Taiwan,4.0,4.0,2.6707118573419293
2018,TWN,Taiwan,4.0,4.0,2.6707118573419293
2019,TWN,Taiwan,4.0,4.0,2.6707118573419293
2020,TWN,Taiwan,3.5,4.0,2.8353549286630764
2021,TWN,Taiwan,3.0,4.0,3.0
2022,TWN,Taiwan,6.036860257598966,4.0,2.0
2023,TWN,Taiwan,4.609775732685639,4.0,2.4699211584489964
2024,TWN,Taiwan,4.609775732685639,4.0,2.4699211584489964
2006,UKR,Ukraine,13.0,14.208684567970527,12.90279409497051
2007,UKR,Ukraine,13.0,14.208684567970527,12.90279409497051
2008,UKR,Ukraine,13.0,14.0,12.670683421604268
2009,UKR,Ukraine,15.0,15.0,13.70840623984908
2010,UKR,Ukraine,16.0,15.333333333333334,14.0
2011,UKR,Ukraine,15.0,15.666666666666666,14.5
2012,UKR,Ukraine,15.0,16.0,15.0
2013,UKR,Ukraine,15.0,17.0,16.0
2014,UKR,Ukraine,16.0,18.0,17.0
2015,UKR,Ukraine,20.0,20.0,20.0
2016,UKR,Ukraine,18.0,19.0,18.75
2017,UKR,Ukraine,16.0,18.0,17.5
2018,UKR,Ukraine,16.0,17.0,15.895651724685871
2019,UKR,Ukraine,16.0,17.0,15.0
2020,UKR,Ukraine,15.0,16.0,15.333333333333334
2021,UKR,Ukraine,16.5,17.0,15.666666666666666
2022,UKR,Ukraine,18.0,18.0,16.0
2023,UKR,Ukraine,18.96597851425716,20.0,18.0
2024,UKR,Ukraine,19.499286677533952,20.547724355700467,20.0
2006,URY,Uruguay,14.0,14.0,15.010707776612673
2007,URY,Uruguay,13.0,13.666666666666666,15.31496783045266
2008,URY,Uruguay,13.0,13.333333333333334,14.649704759492549
2009,URY,Uruguay,13.0,13.0,13.984441688532437
2010,URY,Uruguay,12.0,11.0,10.96238638757186
2011,URY,Uruguay,11.0,10.5,11.0
2012,URY,Uruguay,11.0,10.0,10.0
2013,URY,Uruguay,10.0,9.5,9.666666666666666
2014,URY,Uruguay,10.0,9.0,9.333333333333334
2015,URY,Uruguay,10.0,9.0,9.0
2016,URY,Uruguay,10.0,9.0,8.875
2017,URY,Uruguay,10.0,9.0,8.75
2018,URY,Uruguay,10.0,9.0,8.909854211411394
2019,URY,Uruguay,10.0,9.0,8.909854211411394
2020,URY,Uruguay,10.0,9.0,8.909854211411394
2021,URY,Uruguay,10.079300886319444,9.0,8.83297016830755
2022,URY,Uruguay,10.079300886319444,9.0,8.83297016830755
2023,URY,Uruguay,10.724227264281836,9.0,8.0
2024,URY,Uruguay,9.36384814357289,8.0,7.530828934221654
2006,USA,United States,1.0,1.0,2.0
2007,USA,United States,1.0,1.0,2.0
2008,USA,United States,1.0,1.0,2.0
2009,USA,United States,1.0,1.0,2.0
2010,USA,United States,1.0,1.0,2.0
2011,USA,United States,1.0,1.0,2.0
2012,USA,United States,1.0,1.0,2.0
2013,USA,United States,1.0,1.0,2.0
